word,translation,audiourl
kisiwāsōwin,Being in a state of anger.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/0a654258-42ed-4bca-9dba-7032a9df4d5e/705a.mp3
kiskēciwān,flowing rapidly,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/9a40330b-2139-41e1-9ce2-a0006b11e579/472a.mp3
kiskēsik,Your eye.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/11cd4518-8bcb-4a3f-b2af-eecf5894ff7f/263a.mp3
kiskinohamakosiw,School,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/0b2bebe2-0f99-43af-8613-0503db949cc9/772a.mp3
kitahamaw,Tell him not to,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/5d70c6f2-9b13-4f18-ade7-07d8f3357ae3/467a.mp3
kitahamākē,Counsel. Forbid by word of mouth,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/805d11e7-c610-47a0-8efc-c72b639b9be9/806a.mp3
kitayān,you have it. (put nā or cē after it and it becomes a question),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/ab53f47f-6b8c-457b-8ecf-a309aa35daf6/431a.mp3
kitā,Eat all of it.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/aa06c240-636a-4cd9-b846-932ae955f077/103a.mp3
kitātsōwin,your behavior,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/daa05961-b1d6-4da0-8ea1-dfa237f7ae38/779a.mp3
kitimākēyim,Be kind to him,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/e2225ba9-d1df-4a13-9a82-ce904dae879d/867a.mp3
kitimākēyimiso,Be kind to yourself.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/671abb42-8b92-4988-9926-0cc2ab8fdb15/1007a.mp3
kitimākinaw,Have pity on him or sympathy for him.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/4253ea8b-87d1-48f1-b689-3142900ded1f/780a.mp3
kitimākinākē,Sympathize with others.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/00335e2a-a17b-43f4-b09b-9880e0338d52/1000a.mp3
kitohcikan,A radio,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/12c1b015-faa2-48da-8d5d-26a6421337e7/652a.mp3
kiyapiko,Only you,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/8e9183a9-a561-4f9d-bb8a-dd92ca3aae35/947a.mp3
kiyām,"Let it be, it's all right.",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3543896b-23ca-46c0-81f7-bfa008f6ed48/199a.mp3
kiyāmāta,"Although, even though",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/a2d619f8-e0ef-4d65-b775-c59f403d2d95/614a.mp3
ki-pe,prefix - you come to....(eg hunt),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/cb3192fa-6fe9-4027-8b12-17b38d340273/19c.mp3
kohkōsak,Pigs,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/b44f91c8-231a-4276-b412-d9659fedfe24/622a.mp3
kohtaskway,Windpipe,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/e1defdac-e23b-4da2-9ab3-8c700c35b8d9/594a.mp3
kotak,another; some other or one that’s different from the present one.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/9bde0995-445f-4cd6-8545-342cfaba14db/21c.mp3
kotaka,others ¯ things that are different from the present one,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/375232ec-6c7c-487e-87fb-30379f3edfb9/200a.mp3
kōhkomināw,A watermelon,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/72ef06ab-a331-4b98-8b8f-d6edc52b314f/802a.mp3
kōna,Snow,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/40f340a0-4367-4ad8-b688-f4bb054c2ce1/82a.mp3
kōtakak,"others (animate) eg people, dogs etc",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d256820a-8f50-46a1-8458-0b4341e1975d/285a.mp3
kwāskohti,jump,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/4850dc86-be05-445f-8f43-90073f08155c/637a.mp3
kweyask,"it is right or correct, or level or straight",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d459da4c-2895-421f-ae47-c69abe256213/307a.mp3
kwētāmāwin,Hardship and not having anywhere to turn,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/303fbb6e-c155-47ef-87e1-28feb425d04c/901a.mp3
kwēyāho,Hurry up!,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d4924222-3f35-4c61-b956-bd8eb9be9b17/470a.mp3
kīmōwanāpoy,Rainwater,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/7b0e4c16-a6f2-4e46-871f-e9ea6ad303d7/939a.mp3
ma or mah,reduplicative prefix means continously or keeps or always doing,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/7f82ebfb-c7d3-4c33-90a2-26e38a71be5b/16a.mp3
macātisēwin,an act of doing something not good /violence,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/783da813-d2d6-40d2-8c7b-58f2b7cc0853/888a.mp3
macātisiwin,The act of being villainous or vindictive,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/c4f568f1-555a-4bc3-a0a6-4d2be4dd4d54/830a.mp3
maci,"bad, wicked, evil",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/fd0402d5-b2b7-4537-a5e3-1172520b94d4/49a.mp3
macostēha,throw it in the fire,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/b61ee66a-fd80-4136-bc8e-f390069f93b5/646a.mp3
mahēhkān,Wolf,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/09d175d4-bef9-4d6c-9882-22e9439f9934/363a.mp3
mahikansak,Baby wolves,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/fa4783c1-c2cd-4141-8733-4650ebc380d1/645a.mp3
mahtāmin,A corn,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d6fae386-68e6-4266-b185-93e35582ba24/485a.mp3
mahti,"Let me pass, please.",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/429ffbb6-b230-499f-851e-562b04500b90/133a.mp3
mamihcim,Praise him,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/2be1f74c-aa21-4752-887c-808fb3268fc6/437a.mp3
manācih,Treat him with respect.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/90d6e78d-6ee8-404f-96c3-0f598d895e2e/438a.mp3
manācihitok,Treat each other with respect.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/ae7f73b7-70b2-4566-88ca-c3bd186fddd7/764a.mp3
manicôs,Bug or worm,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/c0f0482b-e1d1-4fb1-baae-2adc141b41d7/373a.mp3
manisa,cut it,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/9f1a4dc3-e319-42f7-a7b0-02440196a9b7/209a.mp3
manitō kēsikāw,A Catholic concept,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/14437605-3883-487c-94dc-b3c91f2d56d8/102c.mp3
mansosowin,The act of cutting oneself.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/de7490c2-1c94-405c-b4c2-669e59e5047c/590a.mp3
masinaha,write it,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/33451c4f-f338-42a0-be75-fb393e0fd021/439a.mp3
masinahikē,write,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/51db8cc7-9b7e-4fd6-bf84-36bb42481f45/765a.mp3
masinahikēwin,The act of writing,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3d24e8d7-2b05-4e12-b637-b85125867ea1/81c.mp3
masinipayowin,A picture,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/879b6361-06c9-48a4-9000-48af14363daf/859a.mp3
maskehkēwāpoy,Medicine fluid,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/074f7110-7ae1-421d-8a6b-4907e85255aa/1013a.mp3
maskihkēw’ kamik,A medical clinic,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/f5c33967-7587-40dc-aaff-f18c4713acae/1033a.mp3
maskisin,shoe,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/b916131e-4ba8-4c1e-8590-23a3ed0d4b6a/407a.mp3
maskisina,shoes,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/beed223e-1943-4eaa-aa72-f851b47106ee/457a.mp3
maskosis,A bear cub.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d5d3c74f-6dd5-4797-82c5-e0a357f2b875/409a.mp3
matōwehtākosōwin,sounding like a cry,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/529e6019-499a-4acf-ac44-c041e7194a48/1016a.mp3
matwānche,a reply: I wonder. or I don’t know.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/8ca83705-97b2-4bd7-b1fe-881412845bca/648a.mp3
mayahtihkowayan,Sheep skin,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/b1480b3f-b72d-47bc-b8ba-67e7d9c36f58/986a.mp3
mayaw,as soon as,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/49b2a691-0b01-41e4-b43d-588900b04267/129a.mp3
mācē,hunt!,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/70fc5036-fffa-47c9-82ae-759425e9e9f4/78a.mp3
mācēk,All of you go hunting,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/0db03239-72ff-4b59-8347-48ab5447fe05/78a.mp3
māci,start - a start of something,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/c28c9d7b-c202-4e3f-8f82-d0fead4aafa2/77a.mp3
māci,means to start,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d28276bf-0e7e-447d-93af-301772af0a4a/77a.mp3
mācihtā,Start it.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/586c9835-62da-41b2-a415-67e001b79315/474a.mp3
mācika,so; for that reason; therefore,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/a18f4211-0d49-4e2b-a914-d9fefbd0fa79/238a.mp3
māh,Hark; listen.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/7a8a6cc6-d1ed-4bfb-8891-ca4ebc7baa2b/14c.mp3
māka,but; but still,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/33daa262-54a5-455f-a633-c5234e4c0527/119a.mp3
mākwā,Loon,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/b8034cbc-88ae-425a-8be7-f35d737c074b/403a.mp3
māmaskātamowin,The act of wonder and amazement,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/2ef32235-aeb8-469f-9d90-5d0f753506bd/930a.mp3
māmawi,altogether in a group,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/e699867a-d136-4d0d-a57d-d95e95b9a21d/47c.mp3
māmākwahcikē,Chew on your food.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/1192e40e-9812-41c9-a0a0-7cc3c496f29c/998a.mp3
māmāsēs,in a careless manner; carelessly; not thorough,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/8512fd50-bc72-470c-8ace-5d8a61e3a63b/647a.mp3
māmihci,Make him proud,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/4f149f14-10ed-4db6-a2c8-e3ba9b28e772/239a.mp3
māmitonēyihta,Think it over.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/137877c6-b71b-48b9-a9de-d6ea82d8f9d5/999a.mp3
māna,usually; used to; generally,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/162a9363-611f-4ef6-8c5f-e7289092b994/120a.mp3
māskisina,Shoes,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d9f88b46-56b2-408d-a72f-2d8401dd949c/480a.mp3
māskōch,It's likely. perhaps,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/34dfef9d-9a06-4239-b6c3-d20c04610b02/526a.mp3
māskwak,bears,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/a4753f5c-c8c6-490e-b996-d8af7f67a88c/251a.mp3
mātoh,Cry!,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/703594f2-7d00-424f-8f2e-968617fff43f/210a.mp3
māyacihkos,A small sheep,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/b32c5483-1acf-44e2-829d-65d1e59fb2fb/749a.mp3
māyatihkwak,Goats,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/845bf274-7ffd-40c3-8a66-e5a2fd129e88/79c.mp3
māyatōtamōwin,A villainous conduct,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/e5007637-d2a0-4536-8e26-274944c60e95/1014a.mp3
māyi,prefix,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/6c24b138-9ba4-498a-b271-7142cf8b3a25/130a.mp3
māyipayiwin,In a state of woe,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/502cf23c-1a2f-4e41-8352-7f497c9194f3/728a.mp3
mekisihkahcikē,Bead,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/a251c056-ec5a-4a24-abb5-390aaff8ae55/782a.mp3
mescacākansak,Coyotes,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/67c0a0f9-4cd1-4424-9365-721c8eaedbda/920a.mp3
metonē ka kāyāwsēwin,"very lively and animated, (as in worker type of person)",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/9e9607b2-1a62-4dac-abd8-e8408f7489d8/794a.mp3
mēci,eat it,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/9e4ec2ae-2bd8-47a2-bd37-806a2cb7737c/85a.mp3
mēcimāpoy,Soup or broth,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/891ac7e2-77da-4c54-ae9f-31551a0808a8/750a.mp3
mēcimāpoy,soup,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/5cb85e41-0569-4790-8e19-00c9381bc100/57c.mp3
mēkwā,prefix meaning now; during; while is is happening,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3f04bd07-9388-4a7b-8f33-d228544dbde6/308a.mp3
mēkwāc,presently; meanwhile; right now,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/51908e84-7e97-406f-b7d2-fc8bd3aa3107/380a.mp3
mēna,and; again,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3a282ebe-cfd0-4815-81ce-4b241cdcb9b2/86a.mp3
mēnisihkān,Grape,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/129acc25-ffcc-4c88-974e-7ed54d97dcba/801a.mp3
mētawē,Play,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/871edce6-6c47-47eb-8887-fbb7fd1cf1e3/454a.mp3
mētāwew’ kamik,Third person plays building,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/c32ea96c-712c-4513-8186-85f06cd3ab91/955a.mp3
mēyo ayāwin,Being in good health or being well,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/97de701b-bbcd-4019-8620-d5c63c200801/719a.mp3
mēyokēkway,A good thing,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/10bb51cd-77a0-4ccc-9499-631fab394c5c/96c.mp3
mēyonākosiw,He looks good,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/40db9453-b59b-4754-8968-9337c3a4cc3c/100c.mp3
mēyosēhōwin,Being well dressed or well groomed,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/e8007921-2d2f-4c4e-9049-edf6ab9cda62/715a.mp3
mēyoskamin,Spring,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/a32a77e8-4001-4496-86ed-7a5bd259e0f2/790a.mp3
mihcētwāw,many times; often; frequently,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/4c22f96b-ea66-4f37-a6f1-083f8f8163d7/745a.mp3
mihkoskātāsk,A red beet,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/1c5259e3-dd52-45a0-9ca6-0c2b3fd94250/937a.mp3
mihkwāpoy,Red watery liquid,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/8846bd2c-61e5-4dba-93f3-49e26eee86d4/640a.mp3
mihtih,A piece of firewood.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/626246cb-9a08-4522-b8be-56e5f9e404c4/202a.mp3
mikisowipēsim,February - Eagle Moon,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/097091f9-2bb4-48a6-a04a-7e489a657268/922a.mp3
mināhin,give me a drink,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/60db444d-7a11-434d-b79f-f4c91a843681/254a.mp3
minēkwācikana,More than one cup - plural,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/aa5f9781-469a-470b-8188-a5e3aacae50d/925a.mp3
minihkwācikan,A cup,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/9eda0260-2d1a-4e61-9cbf-ddf16ed40f64/979a.mp3
minihkwē,Drink,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/b4c4f8c3-426c-4a84-85fa-6d15234ed129/490a.mp3
minōsak,Cats,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/a819ed39-9785-40f3-87fe-346ca210d239/410a.mp3
minōsis,A kitten,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/53dfac9c-3208-4173-8802-dba5644a09e1/435a.mp3
misawāc,at any rate; Any way,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/10e5f56a-1097-414a-9511-4b05f1968f9f/381a.mp3
misi,"prefix meaning -- big or large,",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/f0dd3501-e819-4ee5-ba98-139b76da6744/43a.mp3
misipisiwak,Cougars,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/8b38589e-314d-47dd-b03e-bdd5f21f5f34/763a.mp3
misiweyahtik,A log or plank,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/9b050768-becc-4687-b9e8-7559b3cfcbd1/819a.mp3
misiwē,All over the place,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/2e740d06-1695-47b4-944f-8b467f0895d0/309a.mp3
misiwētē,locative noun meaning everywhere,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/fe90b214-ccd2-452b-ac2c-ec48f94940e1/600a.mp3
miskotākaya,Jackets,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/041db28a-de95-411c-99da-3563ba32d8d2/775a.mp3
miskwamiy,Ice,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/c850916f-0c4c-4fb9-a2b8-e40b43bc7f2d/482a.mp3
miskwāmē,Ice,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/7477a994-290e-4eae-ad2a-587624bb0885/572a.mp3
mistahi,A lot; a great amount; much,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/dac67c7d-273f-4e53-9931-c70ad37eb9b4/310a.mp3
mistamēk,Whale,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/f209b931-f7c6-4f1a-aa05-1eee22dc5ea0/391a.mp3
mistatim,A horse,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/b65f502a-093c-4354-8822-f30b1e713de6/436a.mp3
mistatimwak,Horses,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/6681a560-5524-4e73-9fa6-60907d775ccb/77c.mp3
mistayāpēw,Big Bull Moose,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/7a9aa43d-67b5-4476-a1e2-098482754dab/713a.mp3
mistik,A piece of wood,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/51ead6bd-e441-4821-94c7-ab06b0eb0512/230a.mp3
mitās,pants,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/c8488961-3aae-43f3-82eb-3a66398a3566/211a.mp3
mitāsak,Pants,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/688a84d7-3309-4283-a5de-139bbfa88cc5/211a.mp3
mitātaht,number ten,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/48a6b88a-9224-4210-bf63-39d7f21b6a75/491a.mp3
mitoni,very; completely; thoroughly; a lot.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/5c6b965a-9615-40c8-84f5-b304336e7b24/160a.mp3
mitâsak,pants,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/fe0a5f05-ef69-44ac-953f-68a39a1f696e/406.mp3
moscosisak,Calves,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/dce97531-b52d-4b27-a90d-c6261b15ea86/656a.mp3
mosis,out in the open,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/2eb4ed86-4638-4348-b8bd-f994a2597179/131a.mp3
mostosak,Cows,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/285364ea-a6ab-4d48-9b49-0610a11fe52e/445a.mp3
moya,short form of the word namoya which meana no,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/4d57e679-e4f5-4e24-b94d-3bdc42313b4d/50a.mp3
moya or namoya,no,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/fc3a49c1-0fec-4901-8c87-49a266b15ec3/143a.mp3
mōniyāskwēw,A white woman,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/fd36a49e-1b27-4b92-bdec-8cd949af0015/568a.mp3
mōswa,A Moose,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/0a97c41f-e1f1-4e9c-91d5-c646dee6fcbc/215a.mp3
mōw,Eat it (animate),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/bfe96f72-88f7-46f2-b187-695526e48ad4/15c.mp3
mwēstas,"Later, sometime later",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/dd784457-d96d-4510-9ada-a0a9c41a477c/500a.mp3
na,reduplicative prefix- means continuously,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/26516f18-f001-4679-a9c4-11c69591397f/7c.mp3
naci,prefix means getting,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/95dcf79a-b72b-4486-87a4-5a3e5ec80e14/23a.mp3
nah,verb command to mean Here! as in take it,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/db4b8d1c-e243-4e61-a8da-8b0c135c684e/15a.mp3
nahew,he’s very good at it (a talent or skill),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/1cdd9a64-d7c4-495a-9c48-69cc34e920b0/23c.mp3
nahēyikohk,"evenly, or just right",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/b5fa5ee6-ba5d-444d-949b-b2c0b1cdde4c/617a.mp3
nakē,stop,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3bd59089-f612-4c09-99e6-b1b154a0865a/87a.mp3
namakekway,nothing,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/1235d19d-15cc-4655-857c-4471bff838be/584a.mp3
namēkos,Trout,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/34617ff6-43ec-4b6a-bd90-418ab87948d4/761a.mp3
namēkōs,Trout; a type of fish,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d76bec9c-41fb-44e4-88b1-f13f91ac6bd1/761a.mp3
namoya,no; not so,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/c4c028dc-1541-440f-a817-99938dbf93bd/142a.mp3
namwac,Not at all,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/918308e9-e61e-4d17-9275-72e81987f39d/144a.mp3
nanāskomōw,He gives praise and thanks,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/df6473c9-2083-4eac-88a5-0669488d2111/753a.mp3
napēch,Short form of nānapēch.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/5419bf09-3c15-4b57-a815-a7df848d4533/323a.mp3
naskwahamākē,Sing in accompaniment.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/e1a587b3-64f7-493a-b37b-685ca00dd977/912a.mp3
naspāci,contrarily-acting or doing something that’s not a normal expectation,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/c17ffd03-7cf3-4aee-a3b5-e82e9464b6cb/50c.mp3
nawach,preferably,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/b6009c2b-bc52-45c3-a806-fe6dea2eb4b2/197a.mp3
nawach piko (poko),"prefer, only",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/31480dd1-4674-4fc2-aa91-e227b0075755/1029a.mp3
nayāhta,Carry it on your back,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/319f7647-0371-479d-ac49-f927cf896bef/241a.mp3
nayestāw,only,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/f425c8cd-c758-45fb-91c7-9871616ef799/398a.mp3
nayestāw,it keeps happening; all the time,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/87e60233-b0a0-4f04-9c69-d11d0bc2cb90/400a.mp3
nāh,exclamation - used to stress getting a negative response,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/9a38c611-54b1-4ca1-b5be-eed22d825c24/11c.mp3
nānapawishk,"why now, when it should have been done before",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/a35481c1-e855-4cc3-bf5e-17fd9acdf313/835a.mp3
nānapēc,and finally done but imlies it is too late,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/1bb57160-7330-448f-bdba-539f03642a72/510aa.mp3
nānapoh,The both of them,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/63dbc8c2-689a-4fa6-9d86-7a2eda8ae1e5/343a.mp3
nānitaw,somewhere about,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/b14304b3-c94a-4f07-b992-d058380cfbac/344a.mp3
nāta,Go get it,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/99ddbe44-f95b-41b7-b1f4-d24c3405166b/79a.mp3
nātamaw,Get it for him,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3915d7d0-6d6b-47a1-8c04-44c2be0fe5fa/442a.mp3
nāway,the past; behind,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/0724ac4e-bd3c-4e42-b19b-9e5f43f2b787/69a.mp3
nā?,question marker expression like huh?,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/7fb0ef12-fc81-4028-859d-aa7905bf15e3/7c.mp3
nehiyawē,Speak Cree,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/0653f796-a8fb-452f-b06d-0560e7ed6a09/478a.mp3
nehtāciwēcowan,go down the hill (nehtaciwē)- streaming water (ecowan),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/e02827ca-3618-49fb-b4f2-c6d33c379c1b/929a.mp3
nepisēyāhtik,A willow branch or stick,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/8253c257-402b-4822-a159-917db67100e5/816a.mp3
newo kīsikaw,Thursday.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/97bfa45e-60de-4375-9dba-08199b8ecc54/862a.mp3
nēci,prefix means me with somebody else. also my,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/9c857f55-d679-49df-992c-44e37aa92de3/20c.mp3
nēhi,those things (inanimate),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/0a6d4e4f-c313-4272-8fc2-160c5f55532d/80a.mp3
nēmanēta,There it is,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/33f482c3-b0e8-4b79-a3c8-b59666320dea/613a.mp3
nēmāh,Take a lunch along,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/c0b87ed2-8b67-4859-9dfc-4d10e6b13919/243a.mp3
